Package,Dataset,Topic,Rows,Cols
imputeMDR,incomplete,A simulated example data containing missing values,400,11
IndependenceTests,highschool,"Highschool data on alcohol, cigarette and marijuana use for highschool seniors",8,4
indicspecies,wetland,Wetland vegetation data set,41,33
InfDim,fish,Stickleback growth data,53,4
intcox,intcox.example,Example set for interval censored data with four covariates,200,6
intcox,AA.data,Shrinkage of aneurisms,149,5
Interpol,AAindex,AAindex database,533,21
introgress,p2DataSim2,Parental Population 2 Genotype Data from Simulation 2,100,50
introgress,p2D,Parental Population 2 Dominant Genotype Data from Simulation 1,110,10
introgress,p1DataSim2,Parental Population 1 Dominant Genotype Data from Simulation 2,100,50
introgress,p1D,Parental Population 1 Dominant Genotype Data from Simulation 1,110,10
introgress,LociDataSim2,Marker Information for Simulation 2,100,2
introgress,LociDataSim1,Marker Information for Simulation 1,110,4
introgress,LociD,Dominant Marker Information for Simulation 1,110,4
introgress,AdmixDom,Admixed Population Dominant Genotype Data from Simulation 1,112,200
introgress,AdmixDataSim2,Admixed Population Genotype Data from Simulation 2,102,100
introgress,AdmixDataSim1,Admixed Population Genotype Data from Simulation 1,110,200
ipred,dystrophy,Detection of muscular dystrophy carriers.,209,10
ipred,Smoking,Smoking Styles,55,9
ipred,GlaucomaMVF,Glaucoma Database,170,67
ipred,GlaucomaM,Glaucoma Database,196,63
ipred,GBSG2,German Breast Cancer Study Group 2,686,10
ipred,DLBCL,Diffuse Large B-Cell Lymphoma,40,15
ISDA.R,mushroom,Mushroom data set,23,7
ISLR,Auto,Auto Data Set,392,9
ISLR,Caravan,The Insurance Company (TIC) Benchmark,5822,86
ISLR,Carseats,Sales of Child Car Seats,400,11
ISLR,College,U.S. News and World Report's College Data,777,18
ISLR,Default,Credit Card Default Data,10000,4
ISLR,Hitters,Baseball Data,322,20
ISLR,OJ,Orange Juice Data,1070,18
ISLR,Portfolio,Portfolio Data,100,2
ISLR,Smarket,S&P Stock Market Data,1250,9
ISLR,Wage,Mid-Atlantic Wage Data,3000,12
ISLR,Weekly,Weekly S&P Stock Market Data,1089,9
isopam,andechs,Fen Meadows,17,110
isopat,iso_list,Isotope masses and abundances,59,4
joineR,mental,Mental Health Trial Data,150,11
joineR,liver,Liver cirrhosis longitudinal data,2969,6
joineR,heart.valve,Heart Valve surgery,988,25
joineR,epileptic,Dose calibration of anti-epileptic drugs,2797,11
kinship2,testped1,testped1,79,4
kinship2,sample.ped,Two example pedigrees,55,7
kinship2,minnbreast,Minnesota Breast Cancer Study,28081,15
kknn,miete,Munich Rent Standard Database (1994),1082,17
kknn,ionosphere,Johns Hopkins University Ionosphere Database,351,35
kknn,glass,Glass Identification Database,214,11
KMsurv,twins,"data from Exercise 7.14, p225",24,4
KMsurv,tongue,data from Section 1.11,80,3
KMsurv,stddiag,"data from Exercise 5.6, p146",25,2
KMsurv,std,data from Section 1.12,877,24
KMsurv,rats,"data from Exercise 7.13, p225",150,4
KMsurv,psych,data from Section 1.15,26,4
KMsurv,pneumon,data from Section 1.13,3470,15
KMsurv,lung,"data from Exercise 4.4, p120",25,4
KMsurv,larynx,data from Section 1.8,90,5
KMsurv,kidtran,data from Section 1.7,863,6
KMsurv,kidrecurr,Data on 38 individuals using a kidney dialysis machine,38,10
KMsurv,kidney,data from Section 1.4,119,3
KMsurv,hodg,data from Section 1.10,43,6
KMsurv,drughiv,"data from Exercise 7.6, p222",34,3
KMsurv,drug6mp,data from Section 1.2,21,5
KMsurv,channing,data from Section 1.16,462,6
KMsurv,burn,data from Section 1.6,154,18
KMsurv,btrial,data from Section 1.5,45,3
KMsurv,bnct,"data from Exercise 7.7, p223",30,3
KMsurv,bmt,data from Section 1.3,137,22
KMsurv,bfeed,data from Section 1.14,927,10
KMsurv,bcdeter,data from Section 1.18,95,3
KMsurv,baboon,"data from Exercise 5.8, p147",152,3
KMsurv,azt,"data from Exercise 4.7, p122",45,4
KMsurv,allograft,"data from Exercise 13.1, p418",34,4
KMsurv,alloauto,data from Section 1.9,101,3
KMsurv,aids,data from Section 1.19,295,3
KMsurv,kidney,data from Section 1.4,76,7
KMsurv,lung,"data from Exercise 4.4, p120",228,10
KMsurv,rats,"data from Exercise 7.13, p225",300,5
laeken,ses,Synthetic SES survey data,15691,27
laeken,eusilc,Synthetic EU-SILC survey data,14827,28
Lahman,Xref_Stats,Xref_Stats table,2753,3
Lahman,TeamsHalf,TeamsHalf table,52,10
Lahman,TeamsFranchises,TeamFranchises table,120,4
Lahman,Teams,Teams table,2655,48
Lahman,SeriesPost,SeriesPost table,256,9
Lahman,SchoolsPlayers,SchoolsPlayers table,6147,4
Lahman,Schools,Schools table,749,5
Lahman,Salaries,Salaries table,21464,5
Lahman,PitchingPost,PitchingPost table,4284,30
Lahman,Pitching,Pitching table,40432,30
Lahman,Master,Master table,17674,35
Lahman,ManagersHalf,ManagersHalf table,93,10
Lahman,Managers,Managers table,3238,10
Lahman,HallOfFame,Hall of Fame table,3913,8
Lahman,HOFold,HOFold table,289,7
Lahman,FieldingPost,FieldingPost data,10458,17
Lahman,FieldingOF,FieldingOF table,12028,6
Lahman,Fielding,Fielding table,160710,18
Lahman,BattingPost,BattingPost table,9840,22
Lahman,Batting,Batting table,93955,24
Lahman,AwardsSharePlayers,AwardsSharePlayers table,6354,7
Lahman,AwardsShareManagers,AwardsShareManagers table,344,7
Lahman,AwardsPlayers,AwardsPlayers table,2679,6
Lahman,AwardsManagers,AwardsManagers table,57,6
Lahman,Appearances,Appearances table,94157,20
Lahman,AllstarFull,AllstarFull table,4676,8
Lahman,Allstar,All-Star table,4475,3
Lambda4,Warner,Warner 1960 Social Class Data,6,6
Lambda4,Rosenberg,Rosenberg Self-Esteem,837,10
Lambda4,Guttman,Artificial Guttman Scale,5,5
landsat,07-Nov,Sample Landsat ETM+ data,90000,1
landsat,Nov-62,Sample Landsat ETM+ data,90000,1
landsat,Nov-61,Sample Landsat ETM+ data,90000,1
landsat,05-Nov,Sample Landsat ETM+ data,90000,1
landsat,04-Nov,Sample Landsat ETM+ data,90000,1
landsat,03-Nov,Sample Landsat ETM+ data,90000,1
landsat,02-Nov,Sample Landsat ETM+ data,90000,1
landsat,01-Nov,Sample Landsat ETM+ data,90000,1
landsat,07-Jul,Sample Landsat ETM+ data,90000,1
landsat,Jul-62,Sample Landsat ETM+ data,90000,1
landsat,Jul-61,Sample Landsat ETM+ data,90000,1
landsat,05-Jul,Sample Landsat ETM+ data,90000,1
landsat,04-Jul,Sample Landsat ETM+ data,90000,1
landsat,03-Jul,Sample Landsat ETM+ data,90000,1
landsat,02-Jul,Sample Landsat ETM+ data,90000,1
landsat,01-Jul,Sample Landsat ETM+ data,90000,1
landsat,dem,Digital Elevation Model,90000,1
LaplacesDemon,demonsnacks,Demon Snacks Data Set,39,10
lasso2,Prostate,Prostate Cancer Data,97,9
lasso2,Iowa,The Iowa Wheat Yield Data,33,10
Laterality,laterdata,laterdata: data.frame for later-package examples,674,5
Laterality,lateradata,lateradata: data.frame for later-package examples,674,5
lattice,barley,Yield data from a Minnesota barley trial,90,3
lattice,environmental,Atmospheric environmental conditions in New York City,111,4
lattice,ethanol,Engine exhaust fumes from burning ethanol,88,3
lattice,melanoma,Melanoma skin cancer incidence,37,2
lattice,singer,Heights of New York Choral Society singers,235,2
lava,twindata,Data,4000,7
lava,serotonin2,Data,250,19
lava,serotonin,Serotonin data,250,20
lava,semdata,Data,500,21
lava,nsem,Data,500,7
lava,nldata,Data,50,3
lava,indoorenv,Data,200,13
lava,hubble2,Data,24,3
lava,hubble,Data,36,3
lava,calcium,Longitudinal Bone Mineral Density Data,560,5
lava,brisa,Data,500,21
lava,bmidata,Data,552,10
lava,bmd,Data,112,7
lavaan,PoliticalDemocracy,Industrialization And Political Democracy Dataset,75,11
lavaan,HolzingerSwineford1939,Holzinger and Swineford Dataset (9 Variables),301,15
lavaan,FacialBurns,Dataset for illustrating the InformativeTesting function.,77,6
lavaan,Demo.growth,Demo dataset for a illustrating a linear growth model.,400,10
lavaan.survey,ess.dk,"Subset of four variables and interviewer number from the European Social Survey, round 4 (2008) Danish sample.",1546,6
lawstat,zuni,The Zuni data from the law case: Zuni Public School v. United States Department of Education,89,3
lawstat,pot,Apertures of chupa-pots from three Philippine communities,343,2
lawstat,popdata,"Population data in 33 districts of the Tennessee Legislature in 1900, 1960 and 1972",33,3
lawstat,data1963,Population data of ratio of number of senators and representatives to population size in 1963,23,3
lawstat,blackhire,Hiring data for eight professions and two races,2,2
LearnBayes,studentdata,Student dataset,657,11
LearnBayes,strikeout,Baseball strikeout data,438,4
LearnBayes,stanfordheart,Data from Stanford Heart Transplanation Program,82,4
LearnBayes,soccergoals,Goals scored by professional soccer team,35,1
LearnBayes,sluggerdata,Hitting statistics for ten great baseball players,199,13
LearnBayes,schmidt,Batting data for Mike Schmidt,18,14
LearnBayes,puffin,Bird measurements from British islands,38,5
LearnBayes,marathontimes,Marathon running times,20,1
LearnBayes,jeter2004,Hitting data for Derek Jeter,154,10
LearnBayes,iowagpa,Admissions data for an university,40,4
LearnBayes,hearttransplants,Heart transplant mortality data,94,2
LearnBayes,footballscores,Game outcomes and point spreads for American football,672,8
LearnBayes,election.2008,Poll data from 2008 U.S. Presidential Election,51,4
LearnBayes,election,Florida election data,67,5
LearnBayes,donner,Donner survival study,45,3
LearnBayes,darwin,Darwin's data on plants,15,1
LearnBayes,chemotherapy,Chemotherapy treatment effects on ovarian cancer,26,5
LearnBayes,cancermortality,Cancer mortality data,20,2
LearnBayes,calculus.grades,Calculus grades dataset,100,3
LearnBayes,breastcancer,Survival experience of women with breast cancer under treatment,45,3
LearnBayes,birthweight,Birthweight regression study,24,3
LearnBayes,birdextinct,Bird measurements from British islands,62,5
LearnBayes,bermuda.grass,Bermuda grass experiment data,64,4
LearnBayes,baseball.1964,Team records in the 1964 National League baseball season,45,4
LearnBayes,achievement,School achievement data,109,7
lessR,dataMach4,Data: Machiavellianism Data,351,21
lessR,dataGroups2,Data: ShipTimes of Two Suppliers,34,2
lessR,dataEmployee,Data: Employees,37,6
lessR,dataCars93,Data: Cars93,93,25
lessR,dataBikeJacket,Data: Motorcycle Type and Thickness of Jacket,1025,2
lifecontingencies,soaLt,Society of Actuaries life table.,111,2
lifecontingencies,demoUsa,United States Social Security life tables,114,7
lifecontingencies,demoUk,UK life tables,74,3
lifecontingencies,demoJapan,Japan Mortality Rates for life table construction,110,3
lifecontingencies,demoIta,Italian population life tables for males and females,121,18
lifecontingencies,demoFrance,French population life tables,113,5
lifecontingencies,demoChina,China Mortality Rates for life table construction,106,8
LIStest,CUM.LN,Cumulative distribution of the Ln statistic,90,90
ljr,kcm,Kentucky yearly cancer mortality from 1999-2005.,7,3
lme4,Arabidopsis,Arabidopsis clipping/fertilization data,625,8
lme4,Dyestuff,Yield of dyestuff by batch,30,2
lme4,Dyestuff2,Yield of dyestuff by batch,30,2
lme4,InstEval,University Lecture/Instructor Evaluations by Students at ETH,73421,7
lme4,Pastes,Paste strength by batch and cask,60,4
lme4,Penicillin,Variation in penicillin testing,144,3
lme4,VerbAgg,Verbal Aggression item responses,7584,9
lme4,cake,Breakage Angle of Chocolate Cakes,270,5
lme4,cbpp,Contagious bovine pleuropneumonia,56,4
lme4,grouseticks,Data on red grouse ticks from Elston et al. 2001,403,7
lme4,sleepstudy,Reaction times in a sleep deprivation study,180,3
lmec,UTIdata,Data set for Unstructured Treatment Interruption Study,373,5
logcondens,pancreas,Data from pancreatic cancer serum biomarker study,141,3
logcondens,brightstar,Bright star dataset used to illustrate log-concave density estimation,9110,3
longRPart,pbkphData,A dataset on the improvement in hearing over time for children with coclear implants,552,6
LoopAnalyst,submatrix,A Five-Variable Sub-Matrix of the First Five Variables of Dambacher's Matrix,5,5
LoopAnalyst,cm.levins,"Model of A Resource, An Herbivore, And Two Predators",4,4
LoopAnalyst,cm.dambacher,A Ten-Variable Trophic Model Of Danish Shallow Lakes,10,10
LoopAnalyst,cm.DLR,Model of Two Mosquito Life Stages With Predation and Biocontrol,4,4
LoopAnalyst,cem.levins,Community Effect Matrix For A Four-Variable Trophic Model,4,4
lsmeans,nutrition,Nutrition data,107,4
lsmeans,fiber,Fiber data,15,3
lss,stan,Stanford heart transplantation data,157,5
maptools,wrld_simpl,Simplified world country polygons,246,11
maptools,state.vbm,US State Visibility Based Map,50,2
maptools,SplashDams,Data for Splash Dams in western Oregon,232,6
mAr,waves,Time series of ocean wave height measurements,4096,2
mAr,sparrows,Body measurements of sparrows,49,5
mAr,pinkham,Lydia Pinkham Annual Advertising and Sales data,54,2
maRketSim,VFITX_prices,"Vanguard Intermediate Treasury Data, as downloaded from Yahoo",3626,7
maRketSim,VFITX_div,"Vanguard Intermediate Treasury Data, as downloaded from Yahoo",177,2
MASS,wtloss,Weight Loss Data from an Obese Patient,52,2
MASS,whiteside,House Insulation: Whiteside's Data,56,3
MASS,waders,Counts of Waders at 15 Sites in South Africa,15,19
MASS,topo,Spatial Topographic Data,52,3
MASS,synth.tr,Synthetic Classification Problem,250,3
MASS,synth.te,Synthetic Classification Problem,1000,3
MASS,survey,Student Survey Data,237,12
MASS,stormer,The Stormer Viscometer Data,23,3
MASS,steam,The Saturated Steam Pressure Data,14,2
MASS,snails,Snail Mortality Data,96,6
MASS,shuttle,Space Shuttle Autolander Problem,256,7
MASS,ships,Ships Damage Data,40,5
MASS,rotifer,Numbers of Rotifers by Fluid Density,20,5
MASS,road,Road Accident Deaths in US States,26,6
MASS,quine,Absenteeism from School in Rural New South Wales,146,5
MASS,petrol,N. L. Prater's Petrol Refinery Data,32,6
MASS,painters,The Painter's Data of de Piles,54,5
MASS,oats,Data from an Oats Field Trial,72,4
MASS,npr1,US Naval Petroleum Reserve No. 1 data,104,4
MASS,npk,"Classical N, P, K Factorial Experiment",24,5
MASS,nlschools,Eighth-Grade Pupils in the Netherlands,2287,6
MASS,muscle,Effect of Calcium Chloride on Muscle Contraction in Rat Hearts,60,3
MASS,motors,Accelerated Life Testing of Motorettes,40,3
MASS,minn38,Minnesota High School Graduates of 1938,168,5
MASS,michelson,Michelson's Speed of Light Data,100,3
MASS,menarche,Age of Menarche in Warsaw,25,3
MASS,mcycle,Data from a Simulated Motorcycle Accident,133,2
MASS,mammals,Brain and Body Weights for 62 Species of Land Mammals,62,2
MASS,leuk,Survival Times and White Blood Counts for Leukaemia Patients,33,3
MASS,immer,Yields from a Barley Field Trial,30,4
MASS,housing,Frequency Table from a Copenhagen Housing Conditions Survey,72,5
MASS,hills,Record Times in Scottish Hill Races,35,3
MASS,gilgais,Line Transect of Soil in Gilgai Territory,365,9
MASS,geyser,Old Faithful Geyser Data,299,2
MASS,genotype,Rat Genotype Data,61,3
MASS,gehan,Remission Times of Leukaemia Patients,42,4
MASS,forbes,Forbes' Data on Boiling Points in the Alps,17,2
MASS,fgl,Measurements of Forensic Glass Fragments,214,10
MASS,farms,Ecological Factors in Farm Management,20,4
MASS,epil,Seizure Counts for Epileptics,236,9
MASS,eagles,Foraging Ecology of Bald Eagles,8,5
MASS,crabs,Morphological Measurements on Leptograpsus Crabs,200,8
MASS,cpus,Performance of Computer CPUs,209,9
MASS,coop,Co-operative Trial in Analytical Chemistry,252,4
MASS,cement,Heat Evolved by Setting Cements,13,5
MASS,cats,Anatomical Data from Domestic Cats,144,3
MASS,caith,Colours of Eyes and Hair of People in Caithness,4,5
MASS,cabbages,Data from a cabbage field trial,60,4
MASS,birthwt,Risk Factors Associated with Low Infant Birth Weight,189,10
MASS,biopsy,Biopsy Data on Breast Cancer Patients,699,11
MASS,beav2,Body Temperature Series of Beaver 2,100,4
MASS,beav1,Body Temperature Series of Beaver 1,114,4
MASS,bacteria,Presence of Bacteria after Drug Treatments,220,6
MASS,anorexia,Anorexia Data on Weight Change,72,3
MASS,VA,Veteran's Administration Lung Cancer Trial,137,8
MASS,UScrime,The Effect of Punishment Regimes on Crime Rates,47,16
MASS,UScereal,Nutritional and Marketing Information on US Cereals,65,11
MASS,Traffic,Effect of Swedish Speed Limits on Accidents,184,4
MASS,Skye,AFM Compositions of Aphyric Skye Lavas,23,3
MASS,Sitka89,Growth Curves for Sitka Spruce Trees in 1989,632,4
MASS,Sitka,Growth Curves for Sitka Spruce Trees in 1988,395,4
MASS,Rubber,Accelerated Testing of Tyre Rubber,30,3
MASS,Rabbit,Blood Pressure in Rabbits,60,5
MASS,Pima.tr2,Diabetes in Pima Indian Women,300,8
MASS,Pima.tr,Diabetes in Pima Indian Women,200,8
MASS,Pima.te,Diabetes in Pima Indian Women,332,8
